"month","year","date","type","dead","injured","location","details","perpetrator","partOf"
"December","2017","16","Stabbing","0","2","Libreville, Gabon","Two Danes working for National Geographic were injured, one seriously, in a stabbing attack by a radical Nigerian Islamist in a tourist zone in Libreville. The attacker was inspired by ""US attacks against Muslims and America's recognition of Jerusalem as Israel's capital"".[74][75]","Islamist","Terrorism in Gabon"
"December","2017","17","Shooting","0","2","Catubig, Philippines","At least two members of the AFP were wounded during an ambush in Northern Samar. The soldiers were conducting delivery of food and humanitarian assistance to inhabitants affected by the storm Urduja.[76]","New People's Army","CPP-NPA-NDF rebellion"
"December","2017","17","Shooting","2","0","Nariño, Colombia","An encounter between ELN and FARC dissidents kills at least two civilians in the department of Nariño.[77]","ELN","Colombian conflict"
"December","2017","17","Suicide bombing, shooting","9","57","Quetta, Pakistan","2017 Quetta church attack: At least nine people, including two women, were killed and 57 sustained injuries when suicide bombers attacked Bethel Memorial Methodist Church located on Quetta's Zarghoon Road.[78]","Islamic State","War in North-West Pakistan"
"December","2017","17","Attempted suicide bombing","0","0","West Bank, Israel","A Palestinian armed with explosives was arrested outside West Bank military court. A second pipe bomb was found in the suspect's jacket.[79]","Hamas","Israeli–Palestinian conflict"
"December","2017","17","Suicide bombing","1","5","Kandahar province, Afghanistan","At least one woman was killed and five other civilians were wounded in a suicide attack on a convoy of foreign troops in Kandahar province.[80]","Taliban","War in Afghanistan"
"December","2017","17","Shooting","3","0","Mosul, Iraq","Three federal police forces were killed in a shootout with Islamic State west of Mosul. In other incidents a suicide bomber detonate inside a house, during a security operation.[81]","Islamic State","Iraqi insurgency"
"December","2017","17","Shooting, Execution","1","0","Misurata, Libya","Gunmen shot and killed the Mayor of Misurata, Libya, Mohamed Eshtewi, as they were chasing down his car.[82]","Libya Revolutionaries Operations Room","Libyan Civil War"
"December","2017","17","Bombing","0","4","Norte de Santander Department, Colombia","At least three policemen and a minor were wounded in a series of attack perpetrated for the Popular Liberation Army in commemoration of its 50th anniversary. In other incident Colombian officers defused a car bomb which was intended to detonate against civilians in Ocaña, Norte de Santander.[83][84]","Ejercito Popular de Liberación","Colombian conflict"
"December","2017","17","Shooting","1","6","Labo, Camarines Norte, Philippines","At least one policeman was killed and other six were injured when communist militants ambushed a comvoy with members of the Philippine National Police.[85]","New People's Army","CPP-NPA-NDF rebellion"
"December","2017","17","Assassination","1","0","Baggao, Philippines","A town councilor was shot dead in his house by militants of the New People's Army, in the municipality of Baggao, Province of Cagayan ,[86]","New People's Army","CPP-NPA-NDF rebellion"
"December","2017","17","Bombing","0","2","San José del Guaviare, Colombia","At least one officer and a civilian was wounded in an attack with a motorcycle bombing in the department of Guaviare:[87]","FARC Dissidents","Colombian conflict"
"December","2017","17","Arson","0","0","Yala province, Thailand","Ten gunmen dressed in camouflage they threw petrol bombs and burned a bus that was traveling in the province of Yala in the Southeast region.[88]","Islamist","South Thailand Insurgency"
"December","2017","18","Shooting","0","2","Kabul, Afghanistan","Gunmen attacked a training center of the National Directorate of Security in Kabul, injuring two policemen. All three attackers were gunned down.[89]","Islamic State","War in Afghanistan"
"December","2017","18","Attack","1","0","Kidal, Mali","A UN peacekeeper from Guinea died in an attack in northeastern Mali.[90]","Al-Qaeda in the Islamic Maghreb","Insurgency in the Maghreb"
"December","2017","18","Car bombing","2","31","Lashkargah, Afghanistan","Two people have been killed and at least 31 others wounded in a car-bomb attack targeting a convoy of security forces in the capital of southern Helmand province.[91]","Taliban","War in Afghanistan"
"December","2017","18","Shooting","2","0","La Macarena, Colombia","At least two policemen were shot dead for militants of the dissidents of the Farc.[92]","FARC Dissidents","Colombian conflict"
"December","2017","19","Shooting","4","0","Southwest Region, Cameroon","At least four police officers were shot dead during an ambush in the village of Kembong in the Southwest region.[93]","Anglophone secessionist","Anglophone Crisis"
"December","2017","19","Mortar attack","1","2","Arish, Egypt","A military officer was killed and two others wounded after a mortar shell fell on a military airport near Arish, in North Sinai Governorate.[94]","Islamic State","Sinai insurgency"
"December","2017","19","Arson, Kidnapping","1","2","Bihar India","At least one railway employer was killed and two other were kidnapped during a naxalite attack.[95]","CPI","Naxalite–Maoist insurgency"
"December","2017","20","Assassinations","3","0","Putumayo and Cauca","In the municipality of Puerto Asís a communal leader and his daughter were shot dead. In another department another social leader was shot dead.[96]","Paramilitaries","Colombian conflict"
"December","2017","21","Assassination","2","0","Tierralta and Puerto Guzman, Colombia","A social leader (former FARC guerrilla) was tortured for three hours and killed in the municipality of Tierraalta, Cordoba Department.  In other incident, a communal leader (belonging to the Patriotic March) was shot dead. This incident was part of a wave of violence against social leaders in Colombia[97][98]","Autodefensas Gaitanistas de Colombia","Colombian conflict"
"December","2017","21","Bombing","0","3","Baghdad, Iraq","Two civilians and a tribal fighter were injured in two bomb blasts in Baghdad.[99]","Islamic State","Iraqi insurgency"
"December","2017","22","Bombing","0","0","Athens, Greece","A bomb exploded outside one of Greece's main courthouses in Athens, police had cleared the area and nobody was hurt.[100][101]","Popular Fighters Group","Terrorism in Greece"
"December","2017","22","Bombing","0","4","Baghdad, Iraq","Four persons were wounded as a bomb blast took place in south of Baghdad.[102]","Islamic State","Iraqi insurgency"
"December","2017","22","Suicide car bombing","6","6","Kandahar province, Afghanistan","At least six police force members were killed in a suicide car bombing attack next to a police headquarters in Kandahar province.[103]","Taliban","War in Afghanistan"
"December","2017","22","Shootings","0","1","Harrisburg, United States","A string of shootings began just steps from the state's Capitol building when El-Mofty fired several times at a Capitol Police officer and then, shot and injured a state trooper. Later, he used two handguns to open fire at several officers who then returned fire and killed him.[104]","Ahmed Amin El-Mofty","Terrorism in the United States"
"December","2017","22","Assassination","1","0","Tierralta, Colombia","A social leader president of the cooperative productors of cocoa and honey was found dead in the village of La Ossa, in the Nudo de Paramillo, Cordoba Department.[105]","Paramilitaries","Colombian conflict"
"December","2017","22","Shootings","3","0","Far North Region, Cameroon","Three people were killed in two attacks in northern Cameroon by Boko Haram militants.[106]","Boko Haram","Boko Haram insurgency"
"December","2017","24","Bombing","7","3","Lashkar Gah, Afghanistan","At least seven civilians were killed and three others were wounded in an IED explosion in Helmand province.[107]","Taliban","War in Afghanistan"
"December","2017","24","Bombing","1","5","Baghdad, Iraq","A civilian was killed and five others injured after a bomb explosion in a market in southern Baghdad.[108]","Islamic State","Iraqi insurgency"
"December","2017","24","Bombing","3","0","North Waziristan, Pakistan","Three security officers were killed in an IED explosion in northern Pakistan.[109]","Al-Qaeda","War in North-West Pakistan"
"December","2017","24","Shooting","4","0","Tikrit, Iraq","Four personnel of the pro-government paramilitary troops and three Islamic State militants were killed in a shooting attack.[110]","Islamic State","Iraqi insurgency"
"December","2017","24","Bombing","2","1","Hakkâri Province, Turkey","Two soldiers were killed and one injured when a bomb was went off in Hakkâri Province, southern Turkey.[111]","PKK","Kurdish–Turkish conflict"
"December","2017","24","Shootings","10","0","Kirkuk, Kurdistan","Six tribal fighters were killed in confrontations with Islamic State militants in west of Kirkuk. In a related attack at least four people, including a senior tribesman and police department chief, were killed in two armed attacks.[112][113]","Islamic State","Iraqi insurgency"
"December","2017","25","Suicide bombing","10","5","Kabul, Afghanistan","Ten people were killed and five injured in a suicide bomb attack near the compound of Afghanistan's intelligence agency in Kabul.[114]","Islamic State","War in Afghanistan"
"December","2017","25","Shooting","4","0","Mosul, Iraq","Four policemen were killed during a shooting against Islamic State terrorists in the west of Mosul.[115]","Islamic State","Iraqi insurgency"
"December","2017","25","Bombing","0","4","San José del Guaviare, Colombia","At least four marines were wounded when an explosive charge explode near an army convoy.[116]","FARC dissidents","Colombian conflict"
"December","2017","25","Bombing","2","1","Hawija, Iraq","An explosive charge went off while an army patrol was passing in Hawija, leaving two soldiers dead and an officer injured.[117]","Islamic State","Iraqi insurgency"
"December","2017","25","Shooting, Arson","2","0","North Kivu, Democratic Republic of Congo","Two policemen are killed in a rebel attack on the private residence of President Joseph Kabila, in the town of Musienne.[118]","ADF or Mai-Mai","Kivu conflict"
"December","2017","25","Shooting","2","1","Hakkari Province, Turkey","Two turkey soldiers were killed and other was injured during an attack in the province of Hakkari[119]","PKK","Kurdish–Turkish conflict (2015–present)"
"December","2017","26","Bombing","0","0","Marada, Libya","Militants of the Islamic State attacked one of Libya's main oil pipelines, decreasing the flow of oil in the area. The event occurred at 15 km. to the north of the town of Marada.[120]","Islamic State","Libyan Civil War (2014–present)"
"December","2017","26","Bombing, Shooting","0","7","Narathiwat Province, Thailand","At least six thai rangers and a civilian woman were injured during separate incidents in the province of Narathiwat in the south of the country.[121]","Barisan Revolusi Nasional","South Thailand insurgency"
"December","2017","26","Shootdown","1","0","Hama Province, Syrian","A group of terrorists attacked and shot down a Syrian military plane around the city of Hama.[122][123]","Tahrir al-Sham","Syrian Civil war"
"December","2017","27","Bombing, Shooting","1","5","Baghdad, Iraq","At  one government militiamen was killed and other injured during a roadside bombing in Bahgdad. In other incident at least four civilians were wounded for a bomb blast, and three members of the Islamic State were shot dead during an raid in the north of the country.[124]","Islamic State","Iraqi insurgency"
"December","2017","27","Suicide car bombing","1","14","Lashkargah, Afghanistan","One army soldier and an assailant were killed and 14 soldiers were wounded when a suicide car bomb struck an army convoy near a police station in Lashkargah, capital of southern province of Helmand.[125]","Taliban","War in Afghanistan"
"December","2017","27","Bombing","0","18","St. Petersburg, Russia","2017 Perekrestok supermarket bombing: At least 18 people were injured in a homemade bomb which exploded in a storage locker at a St. Petersburg supermarket.[126]","Islamic State","Terrorism in Russia"
"December","2017","28","Suicide bombing, Bombings","50","80","Kabul, Afghanistan","December 2017 Kabul suicide bombing: A suicide bomber stormed a Shi‘ite cultural center and news agency in the Afghan capital, killing 50 people and wounding scores, many of them students attending a conference. Two other bombs were detonated in the zone.[127][128]","Islamic State","War in Afghanistan"
"December","2017","28","Bombing","0","0","Seyhan, Turkey","An explosion apparently targeted a police station in the southern province of Adana. No one was injured in the blast.[129][130]","PKK","Kurdish–Turkish conflict"
"December","2017","28","Suicide Bombing","6","13","Borno State, Nigeria","A suicide bombing caused by a Boko Haram militant in Borno State killed at least six people and injured 13 others.[131]","Boko Haram","Boko Haram insurgency"
"December","2017","28","Bombing, shooting","8","0","North Sinai Governorate, Egypt","Two persons, a police officer and a civilian, were killed during a shooting in a bank. After that, six Egyptian security personnel were killed when a roadside bomb exploded during a terrorist raid.[132]","Islamic State","Sinai insurgency"
"December","2017","29","Shootings","11","10","Cairo, Egypt","2017 Saint Menas church attack: Eleven people have died in twin attacks on Coptic Christians in the southern Cairo: eight civilians and a police officer were killed in a shooting outside a church, and two civilians were killed in a Coptic-owned shop beforehand. One attacker was killed by the police.[133][134]","Islamic State","Terrorism in Egypt"
"December","2017","29","Shooting","1","0","Diyala province, Iraq","A tribal figure was killed in an attack by Islamic State against a village in northeastern Diyala.[135]","Islamic State","Iraqi insurgency"
"December","2017","29","Grenade attack","0","43","Caucasia, Colombia","43 people were injured when two attackers threw a grenade in a night club in northern Colombia.[136][137]","FARC dissidents","Colombian conflict"
"December","2017","29","Kidnapping","0","1","Cauca Department, Colombia","A 62 years old farmer was kidnapped by members of the FARC´s Sixth front.[138][139]","FARC Dissidents","Colombian conflict"
"December","2017","30","Shooting, arson","25","0","Borno State, Nigeria","Boko Haram fighters opened fire on a group of loggers in a remote village in northeast Nigeria, killing 25 people. The gunmen also burned three vehicles laden with firewood heading to Maiduguri.[140][141]","Boko Haram","Boko Haram insurgency"
"December","2017","30","Car bombing","0","12","Mazar-i-Sharif, Afghanistan","At least twelve people were wounded in an explosion in Mazar-e-Sharif city, the provincial capital of the northern Balkh province of Afghanistan.[142]","Taliban","War in Afghanistan"
"December","2017","30","Arson","0","0","Dantewada India","At least seven vehicles being used to road construction works were burned by naxals.[143]","CPI","Naxalite-Maoist insurgency"
"December","2017","30","Shooting","0","2","Tarragona, Philippinas","At least two soldiers were wounded in an ambush perpetrated for a group of 50 NPA rebels in the province of Davao del Sur, hours before to start a new year ceasefire.[144]","New People’s Army","CPP-NPA-NDF rebellion"
"December","2017","30","Bombing","0","0","Ahvaz, Iran","The salafist group Ansar Al-Furqan claimed responsabilitie for the bombing an oil pipeline in Ahvaz, a predominantly Arab city located in Iran's Khuzestan province[145][146]","Ansar Al-Furqan","Arab separatism in Khuzestan"
"December","2017","31","Bombing","2","0","Mogadishu, Somalia","At least two people, including a Somali soldier, were killed after a roadside bomb has ripped through a military convoy in Mogadishu.[147]","Al-Shabaab","War in Somalia"
"December","2017","31","Grenade attack, shooting","5","3","Pulwama district, India","Five troopers were killed and three sustained bullet wounds in an attack on a CRPF camp in Jammu and Kashmir’s Pulwama.[148]","Jaish-e-Mohammed","Insurgency in Jammu and Kashmir"
"December","2017","31","Bombing","18","13","Jalalabad, Afghanistan","An explosion at a funeral in Afghanistan's restive east killed at least 18 mourners and wounded another 13.[149]","Islamic State","War in Afghanistan"
"December","2017","31","Suicide bombing","2","30","Far North, Cameroon","At least two people were killed and 30 more were injured in an attack by Boko Haram militants in northern Cameroon.[150]","Boko Haram","Boko Haram insurgency"
"December","2017","31","Bombing","5","0","Logar, Afghanistan","Five Afghan police officers were killed when a bomb planted by the Taliban blew up in Logar.[151]","Taliban","War in Afghanistan"
"December","2017","31","Shooting","6","0","Kohistan District, Afghanistan","Taliban militants allegedly shot dead six members of a family, parents and their four daughters, inside their home in Kohistan district of northern Faryab province.[152]","Taliban","War in Afghanistan"
"December","2017","31","Bombing","1","5","Maguindanao, Philippines","A police officer was killed while five others were injured when a bomb exploded as the police patrol’s vehicle passed some 400 meters away from the headquarters of the Philippine National Police’s Provincial Police Office in the poblacion.[153]","Bangsamoro Islamic Freedom Fighters","Moro conflict"
"December","2017","31","Bombing","2","16","Tacurong, Philippines","Two people were killed and 16 others were injured when an improvised bomb went off along a national highway.[154][155]","Bangsamoro Islamic Freedom Fighters","Moro conflict"
"December","2017","31","Suicide bombing","20","50","Deir ez-Zor Governorate, Syria","The Islamic State terrorist group has carried out a huge suicide bombing in eastern Syria against US-backed forces, killing and wounding nearly one hundred pro-Coalition fighters. The attack was delivered by a German jihadist within the faction’s ranks.[156]","Islamic State","Syrian Civil War"
"December","2017","31","Shooting","0","0","Giza, Egypt","At least three militants of the Hasm Movement were killed during a shootout against the security forces, in the city of Giza.[157][158]","Hasm Movement","Insurgency in Egypt"
"December","2017","31","Mortar attack","2","10","Khmeimim, Syria","Two Russian soldiers were killed in a mortar attack on the Russian Hemeimeem airbase in Syria. More than 10 servicemen were wounded in the attack by ""radical Islamists"". At least four Su-24 bombers, two Su-35S fighters and an An-72 transport plane, as well as an ammunition depot, were destroyed by the shelling.[159]","Islamic State","Syrian Civil War"
"January","2018","1","Bombings","0","8","Chaman, Pakistan","Five civilians and three security officials were injured in two bomb attacks in Chaman.[1]","Tehrik-i-Taliban Pakistan","Insurgency in Balochistan"
"January","2018","1","Bombing","0","2","Maguindanao, Philippines","Two soldiers from the 57th IB were injured when an improvised explosive device went off some 50 meters from the provincial hospital.[2]","Bangsamoro Islamic Freedom Fighters","Moro conflict"
"January","2018","1","Ambush","1","2","Pusht Rod District, Afghanistan","A district police chief has been killed in a Taliban attack in the western Farah province. Two other policemen were wounded in the attack in Pusht-e Rod district.[3]","Taliban","War in Afghanistan"
"January","2018","1","Bombing","3","0","Madagali, Nigeria","At least three people have been confirmed killed in a blast in Nigeria's northeastern town of Madagali.[4]","Boko Haram","Boko Haram insurgency"
"January","2018","1","Arson","0","0","Río Negro, Chile","At least a truck, a bulldozer, three industrial equipment and a container were burned for suspected mapuche militants in the commune of Río Negro in Los Lagos Region[5][6]","Coordinadora Arauco Malleco","Mapuche conflict"
"January","2018","1","Shooting","2","0","Giza, Egypt","Two Egyptian Christians were shot dead by a gunman as they celebrated the New Year at a liquor store.[7][8]","Islamic State","Insurgency in Egypt"
"January","2018","2","Shooting, suicide bombing","0","12","Quetta, Pakistan","At least 12 Frontier Corps personnel were injured when three terrorists attacked a check post on the outskirts of Quetta in Pakistan. Two armed attackers were killed in a heavy exchange of gunfire and the third attacker, wearing a suicide jacket, blew himself up.[9]","Tehrik-i-Taliban Pakistan","War in North-West Pakistan"
"January","2018","2","Shooting","1","0","Aurangabad district, India","A Central Reserve Police Force jawan was killed after receiving bullet injury in head during exchange of fire between Naxalites at hills of Chakarbandha on the border of Gaya and Aurangabad districts.[10]","CPI","Naxalite–Maoist insurgency"
"January","2018","2","Kidnapping","0","31","Borno State, Nigeria","At least 31 loggers were abducted by Boko Haram jihadists in the Nigerian state of Borno.[11]","Boko Haram","Boko Haram insurgency"
"January","2018","2","Car bombing","0","3","Kabul, Afghanistan","Three police officers were wounded when an explosive was detonated in a police car in Kabul.[12]","Islamic State","War in Afghanistan"
"January","2018","2","Shooting","5","0","Mandera County, Kenya","Five Kenyan policemen were killed in an attack on their vehicle in the county of Mandera, Kenya by Al-Shabaab militants.[13]","Al-Shabaab","Spillover of the war in Somalia"
"January","2018","3","Shooting","3","0","Nineveh Governorate, Iraq","Three Iraqi lawyers were shot dead by Islamic State militants on a Mosul road.[14]","Islamic State","Iraqi insurgency"
"January","2018","3","Suicide bombing","14","1","Gamboru, Nigeria","14 civilians were killed when a suspected Boko Haram militant blew himself up at a mosque in Gamboru, Nigeria. Only the muezzin has survived.[15]","Boko Haram","Boko Haram insurgency"
"January","2018","3","Bombing","0","3","Al-Qa'im District, Iraq","An explosive charge planted by Islamic State militants at Al-Qa’im district in Anbar went off while a police patrol was passing by the area, leaving three security men wounded.[16]","Islamic State","Iraqi insurgency"
"January","2018","3","Shooting, clashes","1","2","Kirkuk, Iraq","A tribal fighter was killed, while two police personnel were wounded in confrontations with Islamic State members, northwest of Kirkuk.[17]","Islamic State","Iraqi insurgency"
"January","2018","3","Bombing","2","4","Washir District, Afghanistan","At least two civilians were killed and four others were wounded in an explosion triggered by a roadside bomb in southern Helmand province of Afghanistan.[18]","Taliban","War in Afghanistan"
"January","2018","4","Shooting","3","0","Farah Province, Afghanistan","Taliban shot dead three Afghan Security personnel in western Farah province.[19]","Taliban","War in Afghanistan"
"January","2018","4","Suicide bombing","20","30","Kabul, Afghanistan","At least 20 people were killed in a suicide bombing that targeted a mobile police checkpoint in Kabul. As many as 30 others were injured in the incident.[20]","Islamic State","War in Afghanistan"
"January","2018","5","Ambush","0","6","Rakhine State, Myanmar","Rohingya insurgents detonate an Improvised Explosive Device to the passage of a military convoy in Myanmar's Rakhine State, wounding six members of the security forces.[21][22]","Arakan Rohingya Salvation Army","Northern Rakhine State clashes"
"January","2018","5","Bombing","1","2","Buloburde District, Somalia","An African Union peacekeeper was killed, and two others were wounded in a landmine explosion in central Somalia.[23]","Al-Shabaab","Somali Civil War"
"January","2018","5","Shooting","2","0","Mogadishu, Somalia","Assailants shot and killed two civilians at Koodka neighbourhood in Mogadishu.[24]","Al-Shabaab","Somali Civil War"
"January","2018","5","Shooting","2","0","Afgooye District, Somalia","Two men, including a prominent local traditional elder have been assassinated by gunmen in Afgoye district in Lower Shabelle region.[25]","Al-Shabaab","Somali Civil War"
"January","2018","6","Arson, bombings","0","0","Balrampur district and Latehar district, India","Naxalites attacked bauxite mines of Hindalco on the Chhattisgarh-Jharkhand border and set six vehicles on fire and blew up two weigh-bridge units.[26]","CPI","Naxalite–Maoist insurgency"
"January","2018","6","Shooting","1","0","Bastar district, India","Naxalites gunned down the village sarpanch of Chindugarh village near Koleng in Bastar district of Chhattisgarh.[27]","CPI","Naxalite–Maoist insurgency"
"January","2018","6","Bombing","4","2","Sopore, India","Four Indian policemen were killed and two others wounded in a bomb attack in the city of Sopore.[28]","Jaish-e-Mohammed","Insurgency in Jammu and Kashmir"
"January","2018","6","Shooting, executions","14","7","Casamance, Senegal","At least 14 people were killed and seven injured when gunmen open fire in the region of Casamance, in southern Senegal.[29][30][31]","Movement of Democratic Forces of Casamance","Casamance conflict"
"January","2018","7","Bombing","1","7","Baghdad, Iraq","An explosive charge went off near an overcrowded market at al-Yusufiyah area in southern the Iraqi capital, leaving three people injured. Later, another explosive device was detonated near a café in the neighborhood of al-Saheroon in southeast Baghdad, killing one person and injuring four others.[32][33]","Islamic State","Iraqi insurgency"
"January","2018","7","Bombing","1","1","Al-Qa'im District, Iraq","A policeman was killed while another was injured in a landmine explosion at Al-Qa’im district in Anbar.[34]","Islamic State","Iraqi insurgency"
"January","2018","7","Car bombings","34","70","Idlib, Syria","At least 34 people were killed and 70 others injured in four explosions in Syria's northwestern city of Idlib.[35][36]","Unknown","Syrian Civil War"
"January","2018","7","Shooting","3","8","Kunar Province, Afghanistan","At least three people were killed and eight others wounded when insurgents stormed a security checkpoint in Afghanistan's eastern Kunar province.[37]","Islamic State","War in Afghanistan"
"January","2018","7","Shooting","9","20","Urozgan Province, Afghanistan","At least nine Afghan army soldiers were killed and 20 others wounded after Taliban militants attacked an army camp in Uruzgan province, south of Afghanistan.[38]","Taliban","War in Afghanistan"
"January","2018","8","Shooting","1","0","Far North Region, Cameroon","At least one civilian was killed in an attack by members of the terror group Boko Haram in Cameroon's Far North region.[39]","Boko Haram","Boko Haram insurgency"
"January","2018","8","Grenade attack","0","2","Hiran, Somalia","At least two Somali soldiers were injured in a grenade attack on an army checkpoint outside Beledweyne, the regional capital of Hiran.[40]","Al-Shabaab","Somali Civil War"
"January","2018","8","Shooting, kidnapping","20","15","Borno State, Nigeria","Gunmen on motorbikes opened fire on a group of loggers collecting firewood at Kaje village, near the Borno state capital, Maiduguri. 20 People were killed in the attack and 15 others are missing and presumed kidnapped by the attackers.[41]","Boko Haram","Boko Haram insurgency"
"January","2018","9","Bombing","0","3","Mogadishu, Somalia","A bomb explosion in the heart of Mogadishu, the Somali capital has wounded at least three government soldiers aboard a military vehicle.[42]","Al-Shabaab","Somali Civil War"
"January","2018","9","Suicide bombing","7","23","Quetta, Pakistan","A bomb went off in the center of the Pakistani city of Quetta, capital of the province of Balochistan, killing seven people and wounding 23.[43][44]","Tehrik-i-Taliban Pakistan","War in North-West Pakistan"
"January","2018","9","Shooting","1","0","Havat Gilad, West Bank","A drive-by shooting took place in the Northern West Bank leaving one Israeli, a rabbi, dead.[45]","Hamas","Israeli–Palestinian Conflict"
"January","2018","9","Bombing","1","3","Datu Unsay, Philippines","A soldier was killed while two civilians were injured when a suspected Islamic State-inspired Moro armed group set off two separate roadside bombs in Maguindanao.[46]","Bangsamoro Islamic Freedom Fighters","Moro conflict"
"January","2018","10","Bombing","0","1","Miqdadiyah, Iraq","One civilian was injured in a bomb blast in southeastern Miqdadiyah, Diyala.[47]","Islamic State","Iraqi insurgency"
"January","2018","10","Bombing","0","6","Nong Chik District, Thailand","Six members of a ranger patrol were hurt when a roadside bomb exploded as they went by in Nong Chik district.[48][49]","Barisan Revolusi Nasional","South Thailand insurgency"
"January","2018","10","Suicide car bombing","3","3","Shabwah Governorate, Yemen","At least three Yemenis were killed in a suicide car bomb attack that targeted a military vehicle in Yemen's southeastern Shabwah province. Three Yemeni soldiers were also injured in the incident.[50][51]","Al-Qaeda in the Arabian Peninsula","Yemeni Civil War"
"January","2018","10","Shooting","3","0","Far North Region, Cameroon","At least three people were killed in an attack in Cameroon's Far North region.[52]","Boko Haram","Boko Haram insurgency"
"January","2018","10","Shooting","5","2","Kunduz Province, Afghanistan","Five personnel of Afghan Local Police were killed and two others wounded following an attack from the Taliban militants in the country's troubled northern province of Kunduz.[53]","Taliban","War in Afghanistan"
"January","2018","10","Shooting","1","0","Arauca Department, Colombia","A Colombian soldier was shot dead by an ELN sniper in the department of Arauca.[54]","ELN","Colombian conflict"
"January","2018","10","Stabbing","1","0","Orange County, United States","The California man accused of killing a gay and Jewish University of Pennsylvania student was an avowed neo-Nazi and a member of Atomwaffen Division, one of the country’s most notorious extremist groups..[55]","Atomwaffen Division","Terrorism in the United States"
"January","2018","11","Suicide bombing","0","3","Ménaka Region, Mali","Three French soldiers of the Barkhane force were wounded, one of them seriously, by a suicide bomber in eastern Mali.[56][57]","Islamic State","Northern Mali conflict"
"January","2018","11","Shooting","6","0","Nawa-I-Barakzayi District, Afghanistan","Six policemen have been killed in a Taliban attack in Nawa district of southern Helmand province.[58]","Taliban","War in Afghanistan"
"January","2018","11","Stabbing","0","4","Vendin-le-Vieil, France","A German prisoner jailed for his involvement in the Djerba bombing in 2002 assaulted four guards at the Vendin-le-Vieil prison while shouting ""Allahu Akbar"". One of the guards was hospitalized for a head wound.[59][60]","Al-Qaeda","Islamic terrorism in Europe"
"January","2018","11","Mortar attack","1","0","Mogadishu, Somalia","At least one civilian was killed and several were wounded after mortar rounds landed near the Presidential Palace in Mogadishu.[61]","Al-Shabaab","Somali Civil War"
"January","2018","11","Suicide bombings","0","2","Amchide, Cameroon","Two suicide bombers, alleged members of the Islamist group Boko Haram, detonated their bombs in the Ouro-Kessoum district of Amchide in Cameroon, injuring two others.[62]","Boko Haram","Boko Haram insurgency"
"January","2018","11","Shootings, kidnapping","4","3","Far North Region, Cameroon","Four people were killed and two others kidnapped in separate overnight attacks in the far north of Cameroon. Another one was wounded.[63]","Boko Haram","Boko Haram insurgency"
"January","2018","12","Shooting","3","0","Farah Province, Afghanistan","A Taliban attack has killed three policemen in western Farah province.[64]","Taliban","War in Afghanistan"
"January","2018","12","Shooting","3","1","Kirkuk Governorate, Iraq","Islamic State militants killed three family members in their house in the oil-rich province of Kirkuk.[65]","Islamic State","Iraqi insurgency"
"January","2018","12","Suicide bombing","2","6","Chaghcharan, Afghanistan","Two people were killed and six others injured in a suicide blast in Chaghcharan, the capital of western Ghor province.[66]","Taliban","War in Afghanistan"
"January","2018","12","Assassination","1","0","Tacuatí, Paraguay","A menonite farmer (called Abraham Fehr) was found dead in San Pedro Departament, Northern of Paraguay.[67]","Paraguayan People's Army","Insurgency in Paraguay"
"January","2018","13","Suicide bombing","8","24","Baghdad, Iraq","A suicide bombing in Baghdad has killed eight and wounded up to 24 others.[68][69]","Islamic State","Iraqi insurgency"
"January","2018","13","Shooting, arson","1","5","Lamu County, Kenya","One person was killed and five police injured when Al-Shabaab militants attacked a convoy of buses at Nongoro area along the Lamu-Malindi highway. Two Toyota land cruisers used by the police were destroyed during the incident.[70]","Al-Shabaab","Spillover of the war in Somalia"
"January","2018","13","Shooting, arson","7","0","Palma District, Mozambique","Islamists attacked a community from the administrative post of Olumbe, Palma district and killed seven people and burned down houses.[71]","Islamists","Islamist insurgency in Mozambique"
"January","2018","13","Shooting","1","0","North Sinai Governorate, Egypt","Gunmen have shot dead a Christian man in the turbulent north of the Sinai Peninsula[72]","Islamic State","Sinai insurgency"
"January","2018","13","Kidnapping","0","1","Saravena, Colombia","Militants of the ELN kidnapped a contractor of Ecopetrolun in the Departament of Arauca.[73]","ELN","Colombian conflict"
"January","2018","14","Bombing","0","5","Mogadishu, Somalia","At least five Somali soldiers were wounded when their military vehicle hit a landmine in Mogadishu.[74]","Al-Shabaab","Somali Civil War"
"January","2018","14","Shooting","2","0","Middle Shebelle, Somalia","Al-Shabaab fighters attacked a remote Somali army base north of the capital Mogadishu, killing at least two Somali government soldiers.[75]","Al-Shabaab","Somali Civil War"
"January","2018","14","Missile attack","1","3","Hakkâri Province, Turkey","A Turkish soldier was killed and three others wounded after an explosion of a guided missile shot by PKK militants at a Turkish military base in the Hakkâri province.[76][77]","PKK","Kurdish–Turkish conflict"
"January","2018","14","Bombings","4","0","Al Zab, Iraq","Four Turkish soldiers were killed in two separate bomb explosions in Al Zab.[78]","PKK","Iraqi insurgency"
"January","2018","14","Shooting","1","0","Sinai Peninsula, Egypt","A Coptic Christian man has been shot dead by gunmen in Egypt's Sinai Peninsula.[79]","Islamic State","Sinai Insurgency"
